"SEQ #","W/H #","DEV ID","SYSFLG1","SYSFLG2","SYSFLG3","SYSFLG4","LOGIN ID","TR DATE(YMD)","TR TYPE","OPE SEQ #","RESULT","RSN CODE","TRUCK NO","CUST NO","SHIP NO","CHECK TYPE","SHIP P/N","SHIP QTY","TAG TYPE","P/N","CUST P/N","QTY","TAG SEQ #","SCAN DATE(YMD)","SCAN TIME"
"7965","01","00"," "," "," "," ","375    ","20260116","1","0006","0","2000","0211587","10000302","14","1","               ","       ","11","MA460060-88010A","8983137171               ","      6","0075766","20260118","205118",""
"7966","01","00"," "," "," "," ","375    ","20260116","1","0007","0","3000","0211587","10000302","14","1","               ","       ","UR","MA460060-88010A","8983137171               ","0000006","    591","20260118","205119",""
"7967","01","00"," "," "," "," ","375    ","20260116","1","0008","0","2000","0211587","10000302","14","1","               ","       ","11","MA460080-29900A","8984876180               ","      6","0074430","20260118","205122",""
"7968","01","00"," "," "," "," ","375    ","20260116","1","0009","0","3000","0211587","10000302","14","1","               ","       ","UR","MA460080-29900A","8984876180               ","0000006","    419","20260118","205123",""
"7969","01","00"," "," "," "," ","375    ","20260116","1","0010","0","2000","0211587","10000302","14","1","               ","       ","11","MA460080-29900A","8984876180               ","      6","0074429","20260118","205126",""
"7970","01","00"," "," "," "," ","375    ","20260116","1","0011","0","3000","0211587","10000302","14","1","               ","       ","UR","MA460080-29900A","8984876180               ","0000006","    418","20260118","205127",""
"7971","01","00"," "," "," "," ","375    ","20260116","1","0012","0","2000","0211587","10000302","14","1","               ","       ","11","MA460060-88110A","8983137191               ","      6","0076216","20260118","205130",""
"7972","01","00"," "," "," "," ","375    ","20260116","1","0013","0","3000","0211587","10000302","14","1","               ","       ","UR","MA460060-88110A","8983137191               ","0000006","    605","20260118","205130",""
"7973","01","00"," "," "," "," ","375    ","20260116","1","0014","0","2000","0211587","10000302","14","1","               ","       ","11","MA460060-88210A","8983137211               ","      6","0075989","20260118","205133",""
"7974","01","00"," "," "," "," ","375    ","20260116","1","0015","0","3000","0211587","10000302","14","1","               ","       ","UR","MA460060-88210A","8983137211               ","0000006","    606","20260118","205134",""
"7975","01","00"," "," "," "," ","375    ","20260116","1","0016","0","2000","0211587","10000302","14","1","               ","       ","11","MA460060-88210A","8983137211               ","      6","0075988","20260118","205137",""
"7976","01","00"," "," "," "," ","375    ","20260116","1","0017","0","3000","0211587","10000302","14","1","               ","       ","UR","MA460060-88210A","8983137211               ","0000006","    605","20260118","205138",""
"7977","01","00"," "," "," "," ","375    ","20260116","1","0018","0","2000","0211587","10000302","14","1","               ","       ","11","MA460080-30000A","8984876190               ","      6","0073914","20260118","205139",""
"7978","01","00"," "," "," "," ","375    ","20260116","1","0019","0","3000","0211587","10000302","14","1","               ","       ","UR","MA460080-30000A","8984876190               ","0000006","    419","20260118","205140",""
"7979","01","00"," "," "," "," ","375    ","20260116","1","0020","0","2000","0211587","10000302","14","1","               ","       ","11","MA460080-30000A","8984876190               ","      6","0073913","20260118","205142",""
"7980","01","00"," "," "," "," ","375    ","20260116","1","0021","0","3000","0211587","10000302","14","1","               ","       ","UR","MA460080-30000A","8984876190               ","0000006","    418","20260118","205143",""
"7981","01","00"," "," "," "," ","375    ","20260116","1","0022","0","2000","0211587","10000302","14","1","               ","       ","11","MA060054-13200A","8983200270               ","     36","0074943","20260118","205150",""
"7982","01","00"," "," "," "," ","375    ","20260116","1","0023","0","3000","0211587","10000302","14","1","               ","       ","UR","MA060054-13200A","8983200270               ","0000036","    227","20260118","205150",""
"7983","01","00"," "," "," "," ","375    ","20260116","1","0024","0","2000","0211587","10000302","14","1","               ","       ","11","MA060054-13200A","8983200270               ","     24","0074947","20260118","205151",""
"7984","01","00"," "," "," "," ","375    ","20260116","1","0025","0","3000","0211587","10000302","14","1","               ","       ","UR","MA060054-13200A","8983200270               ","0000024","    226","20260118","205152",""
"7985","01","00"," "," "," "," ","375    ","20260116","3","0026","0","0000","0211587","10000302","14","1","               ","       ","  ","               ","                         ","       ","       ","20260118","205154",""
"7986","01","00"," "," "," "," ","375    ","20260116","1","0001","0","1000","0211592","10000307","05","1","MA460060-88513A","0000006","  ","               ","                         ","       ","       ","20260118","211525",""
"7987","01","00"," "," "," "," ","375    ","20260116","1","0001","0","1000","0211592","10000307","05","1","MA460060-88313A","0000006","  ","               ","                         ","       ","       ","20260118","211525",""
"7988","01","00"," "," "," "," ","375    ","20260116","1","0001","0","1000","0211592","10000307","05","1","MA460060-88413A","0000006","  ","               ","                         ","       ","       ","20260118","211525",""
"7989","01","00"," "," "," "," ","375    ","20260116","1","0001","0","1000","0211592","10000307","05","1","MA060054-13203A","0000018","  ","               ","                         ","       ","       ","20260118","211525",""
"7990","01","00"," "," "," "," ","375    ","20260116","1","0002","0","2000","0211592","10000307","05","1","               ","       ","11","MA060054-13203A","8983200270               ","     18","0074904","20260118","211528",""
"7991","01","00"," "," "," "," ","375    ","20260116","1","0003","0","3000","0211592","10000307","05","1","               ","       ","UR","MA060054-13203A","8983200270               ","0000018","    001","20260118","211529",""
"7992","01","00"," "," "," "," ","375    ","20260116","1","0004","0","2000","0211592","10000307","05","1","               ","       ","11","MA460060-88413A","8983137201               ","      6","0071842","20260118","211530",""
"7993","01","00"," "," "," "," ","375    ","20260116","1","0005","0","3000","0211592","10000307","05","1","               ","       ","UR","MA460060-88413A","8983137201               ","0000006","    999","20260118","211531",""
"7994","01","00"," "," "," "," ","375    ","20260116","1","0006","0","2000","0211592","10000307","05","1","               ","       ","11","MA460060-88313A","8983137181               ","      6","0071889","20260118","211533",""
"7995","01","00"," "," "," "," ","375    ","20260116","1","0007","0","3000","0211592","10000307","05","1","               ","       ","UR","MA460060-88313A","8983137181               ","0000006","    999","20260118","211534",""
"7996","01","00"," "," "," "," ","375    ","20260116","1","0008","0","2000","0211592","10000307","05","1","               ","       ","11","MA460060-88513A","8983137221               ","      6","0071903","20260118","211535",""
"7997","01","00"," "," "," "," ","375    ","20260116","1","0009","0","3000","0211592","10000307","05","1","               ","       ","UR","MA460060-88513A","8983137221               ","0000006","    001","20260118","211536",""
"7998","01","00"," "," "," "," ","375    ","20260116","3","0010","0","0000","0211592","10000307","05","1","               ","       ","  ","               ","                         ","       ","       ","20260118","211538",""
"7999","01","00"," "," "," "," ","375    ","20260116","1","0001","0","1000","0211593","10000307","05","1","MA460060-88213A","0000006","  ","               ","                         ","       ","       ","20260118","211544",""
"8000","01","00"," "," "," "," ","375    ","20260116","1","0001","0","1000","0211593","10000307","05","1","MA460060-88113A","0000006","  ","               ","                         ","       ","       ","20260118","211544",""
"8001","01","00"," "," "," "," ","375    ","20260116","1","0001","0","1000","0211593","10000307","05","1","MA460060-88013A","0000006","  ","               ","                         ","       ","       ","20260118","211544",""
"8002","01","00"," "," "," "," ","375    ","20260116","1","0001","0","1000","0211593","10000307","05","1","MA060054-13203A","0000018","  ","               ","                         ","       ","       ","20260118","211544",""
"8003","01","00"," "," "," "," ","375    ","20260116","1","0002","0","2000","0211593","10000307","05","1","               ","       ","11","MA060054-13203A","8983200270               ","     18","0081472","20260118","211641",""
"8004","01","00"," "," "," "," ","375    ","20260116","1","0003","0","3000","0211593","10000307","05","1","               ","       ","UR","MA060054-13203A","8983200270               ","0000018","    002","20260118","211643",""
"8005","01","00"," "," "," "," ","375    ","20260116","1","0004","0","2000","0211593","10000307","05","1","               ","       ","11","MA460060-88013A","8983137171               ","      6","0075662","20260118","211646",""
"8006","01","00"," "," "," "," ","375    ","20260116","1","0005","0","3000","0211593","10000307","05","1","               ","       ","UR","MA460060-88013A","8983137171               ","0000006","    629","20260118","211647",""
"8007","01","00"," "," "," "," ","375    ","20260116","1","0006","0","2000","0211593","10000307","05","1","               ","       ","11","MA460060-88113A","8983137191               ","      6","0074902","20260118","211649",""
"8008","01","00"," "," "," "," ","375    ","20260116","1","0007","0","3000","0211593","10000307","05","1","               ","       ","UR","MA460060-88113A","8983137191               ","0000006","    628","20260118","211650",""
"8009","01","00"," "," "," "," ","375    ","20260116","1","0008","0","2000","0211593","10000307","05","1","               ","       ","11","MA460060-88213A","8983137211               ","      6","0075085","20260118","211652",""
"8010","01","00"," "," "," "," ","375    ","20260116","1","0009","0","3000","0211593","10000307","05","1","               ","       ","UR","MA460060-88213A","8983137211               ","0000006","    628","20260118","211652",""
"8011","01","00"," "," "," "," ","375    ","20260116","3","0010","0","0000","0211593","10000307","05","1","               ","       ","  ","               ","                         ","       ","       ","20260118","211654",""
"8012","01","00"," "," "," "," ","375    ","20260116","1","0001","0","1000","0211580","10000302","07","1","JK272100-75510A","0000060","  ","               ","                         ","       ","       ","20260118","214728",""
"8013","01","00"," "," "," "," ","375    ","20260116","1","0001","0","1000","0211580","10000302","07","1","JK272200-75500A","0000060","  ","               ","                         ","       ","       ","20260118","214728",""
"8014","01","00"," "," "," "," ","375    ","20260116","1","0001","0","1000","0211580","10000302","07","1","JK272100-77900A","0000045","  ","               ","                         ","       ","       ","20260118","214728",""
"8015","01","00"," "," "," "," ","375    ","20260116","1","0001","0","1000","0211580","10000302","07","1","251900-17510A  ","0000360","  ","               ","                         ","       ","       ","20260118","214728",""
"8016","01","00"," "," "," "," ","375    ","20260116","1","0001","0","1000","0211580","10000302","07","1","PH237050-50900A","0000030","  ","               ","                         ","       ","       ","20260118","214728",""
"8017","01","00"," "," "," "," ","375    ","20260116","1","0001","0","1000","0211580","10000302","07","1","MA152100-86800A","0000045","  ","               ","                         ","       ","       ","20260118","214728",""
"8018","01","00"," "," "," "," ","375    ","20260116","1","0001","0","1000","0211581","10000302","10","1","JK272100-75510A","0000015","  ","               ","                         ","       ","       ","20260118","214732",""
"8019","01","00"," "," "," "," ","375    ","20260116","1","0001","0","1000","0211581","10000302","10","1","JK272200-75500A","0000015","  ","               ","                         ","       ","       ","20260118","214732",""
"8020","01","00"," "," "," "," ","375    ","20260116","1","0001","0","1000","0211581","10000302","10","1","JK272100-77900A","0000015","  ","               ","                         ","       ","       ","20260118","214732",""
"8021","01","00"," "," "," "," ","375    ","20260116","1","0001","0","1000","0211581","10000302","10","1","MA151100-52210A","0000015","  ","               ","                         ","       ","       ","20260118","214732",""
"8022","01","00"," "," "," "," ","375    ","20260116","1","0001","0","1000","0211581","10000302","10","1","251900-17510A  ","0000090","  ","               ","                         ","       ","       ","20260118","214732",""
"8023","01","00"," "," "," "," ","375    ","20260116","1","0001","0","1000","0211581","10000302","10","1","PH237050-50900A","0000015","  ","               ","                         ","       ","       ","20260118","214732",""
"8024","01","00"," "," "," "," ","375    ","20260116","1","0001","0","1000","0211582","10000302","12","1","HM273100-10200A","0000030","  ","               ","                         ","       ","       ","20260118","214734",""
"8025","01","00"," "," "," "," ","375    ","20260116","1","0001","0","1000","0211582","10000302","12","1","HM273200-10200A","0000030","  ","               ","                         ","       ","       ","20260118","214734",""
"8026","01","00"," "," "," "," ","375    ","20260116","1","0001","0","1000","0211582","10000302","12","1","MA152100-24520A","0000030","  ","               ","                         ","       ","       ","20260118","214734",""
"8027","01","00"," "," "," "," ","375    ","20260116","1","0001","0","1000","0211582","10000302","12","1","251900-17510A  ","0000060","  ","               ","                         ","       ","       ","20260118","214734",""
"8028","01","00"," "," "," "," ","375    ","20260116","1","0001","0","1000","0211583","10000302","12","1","MA151100-51910A","0000015","  ","               ","                         ","       ","       ","20260118","214737",""
"8029","01","00"," "," "," "," ","375    ","20260116","1","0001","0","1000","0211584","10000302","12","1","JK272100-77900A","0000015","  ","               ","                         ","       ","       ","20260118","214740",""
"8030","01","00"," "," "," "," ","375    ","20260116","1","0001","0","1000","0211584","10000302","12","1","HM273100-10200A","0000015","  ","               ","                         ","       ","       ","20260118","214740",""
"8031","01","00"," "," "," "," ","375    ","20260116","1","0001","0","1000","0211584","10000302","12","1","HM273200-10200A","0000015","  ","               ","                         ","       ","       ","20260118","214740",""
"8032","01","00"," "," "," "," ","375    ","20260116","1","0001","0","1000","0211584","10000302","12","1","MA151100-52210A","0000015","  ","               ","                         ","       ","       ","20260118","214740",""
"8033","01","00"," "," "," "," ","375    ","20260116","1","0001","0","1000","0211584","10000302","12","1","251900-17510A  ","0000090","  ","               ","                         ","       ","       ","20260118","214740",""
"8034","01","00"," "," "," "," ","375    ","20260116","1","0002","0","1000","0211581","10000302","10","1","               ","       ","  ","               ","                         ","       ","       ","20260118","214809",""
"8035","01","00"," "," "," "," ","375    ","20260116","1","0003","0","2000","0211581","10000302","10","1","               ","       ","11","PH237050-50900A","8972793070               ","      5","0073670","20260118","214810",""
"8036","01","00"," "," "," "," ","375    ","20260116","1","0004","0","3000","0211581","10000302","10","1","               ","       ","UR","PH237050-50900A","8972793070               ","0000005","    256","20260118","214811",""
"8037","01","00"," "," "," "," ","375    ","20260116","1","0005","0","2000","0211581","10000302","10","1","               ","       ","11","PH237050-50900A","8972793070               ","      5","0073657","20260118","214812",""
"8038","01","00"," "," "," "," ","375    ","20260116","1","0006","0","3000","0211581","10000302","10","1","               ","       ","UR","PH237050-50900A","8972793070               ","0000005","    255","20260118","214813",""
"8039","01","00"," "," "," "," ","375    ","20260116","1","0007","0","2000","0211581","10000302","10","1","               ","       ","11","PH237050-50900A","8972793070               ","      5","0073658","20260118","214815",""
"8040","01","00"," "," "," "," ","375    ","20260116","1","0008","0","3000","0211581","10000302","10","1","               ","       ","UR","PH237050-50900A","8972793070               ","0000005","    254","20260118","214816",""
"8041","01","00"," "," "," "," ","375    ","20260116","1","0002","0","1000","0211580","10000302","07","1","               ","       ","  ","               ","                         ","       ","       ","20260118","214852",""
"8042","01","00"," "," "," "," ","375    ","20260116","1","0003","0","2000","0211580","10000302","07","1","               ","       ","11","PH237050-50900A","8972793070               ","      5","0073685","20260118","214853",""
"8043","01","00"," "," "," "," ","375    ","20260116","1","0004","0","3000","0211580","10000302","07","1","               ","       ","UR","PH237050-50900A","8972793070               ","0000005","    239","20260118","214854",""
"8044","01","00"," "," "," "," ","375    ","20260116","1","0005","0","2000","0211580","10000302","07","1","               ","       ","11","PH237050-50900A","8972793070               ","      5","0073677","20260118","214856",""
"8045","01","00"," "," "," "," ","375    ","20260116","1","0006","0","3000","0211580","10000302","07","1","               ","       ","UR","PH237050-50900A","8972793070               ","0000005","    237","20260118","214856",""
"8046","01","00"," "," "," "," ","375    ","20260116","1","0007","0","1000","0211580","10000302","07","1","               ","       ","  ","               ","                         ","       ","       ","20260118","215114",""
"8047","01","00"," "," "," "," ","375    ","20260116","1","0008","0","2000","0211580","10000302","07","1","               ","       ","11","JK272200-75500A","8980840230               ","     15","0083640","20260118","215116",""
"8048","01","00"," "," "," "," ","375    ","20260116","1","0009","0","3000","0211580","10000302","07","1","               ","       ","UR","JK272200-75500A","8980840230               ","0000015","    294","20260118","215117",""
"8049","01","00"," "," "," "," ","375    ","20260116","1","0010","0","2000","0211580","10000302","07","1","               ","       ","11","JK272200-75500A","8980840230               ","     15","0083644","20260118","215118",""
"8050","01","00"," "," "," "," ","375    ","20260116","1","0011","0","3000","0211580","10000302","07","1","               ","       ","UR","JK272200-75500A","8980840230               ","0000015","    293","20260118","215119",""
"8051","01","00"," "," "," "," ","375    ","20260116","1","0012","0","2000","0211580","10000302","07","1","               ","       ","11","JK272200-75500A","8980840230               ","     15","0083660","20260118","215120",""
"8052","01","00"," "," "," "," ","375    ","20260116","1","0013","0","3000","0211580","10000302","07","1","               ","       ","UR","JK272200-75500A","8980840230               ","0000015","    295","20260118","215120",""
"8053","01","00"," "," "," "," ","375    ","20260116","1","0014","0","2000","0211580","10000302","07","1","               ","       ","11","JK272200-75500A","8980840230               ","     15","0083652","20260118","215122",""
"8054","01","00"," "," "," "," ","375    ","20260116","1","0015","0","3000","0211580","10000302","07","1","               ","       ","UR","JK272200-75500A","8980840230               ","0000015","    292","20260118","215124",""
"8055","01","00"," "," "," "," ","375    ","20260116","1","0016","0","2000","0211580","10000302","07","1","               ","       ","11","JK272100-75510A","8980840221               ","     15","0088612","20260118","215126",""
"8056","01","00"," "," "," "," ","375    ","20260116","1","0017","0","3000","0211580","10000302","07","1","               ","       ","UR","JK272100-75510A","8980840221               ","0000015","    881","20260118","215127",""
"8057","01","00"," "," "," "," ","375    ","20260116","1","0018","0","2000","0211580","10000302","07","1","               ","       ","11","JK272100-75510A","8980840221               ","     15","0088604","20260118","215129",""
"8058","01","00"," "," "," "," ","375    ","20260116","1","0019","0","3000","0211580","10000302","07","1","               ","       ","UR","JK272100-75510A","8980840221               ","0000015","    882","20260118","215129",""
"8059","01","00"," "," "," "," ","375    ","20260116","1","0020","0","2000","0211580","10000302","07","1","               ","       ","11","JK272100-75510A","8980840221               ","     15","0088597","20260118","215131",""
"8060","01","00"," "," "," "," ","375    ","20260116","1","0021","0","3000","0211580","10000302","07","1","               ","       ","UR","JK272100-75510A","8980840221               ","0000015","    883","20260118","215132",""
"8061","01","00"," "," "," "," ","375    ","20260116","1","0022","0","2000","0211580","10000302","07","1","               ","       ","11","JK272100-75510A","8980840221               ","     15","0088576","20260118","215134",""
"8062","01","00"," "," "," "," ","375    ","20260116","1","0023","0","3000","0211580","10000302","07","1","               ","       ","UR","JK272100-75510A","8980840221               ","0000015","    880","20260118","215135",""
"8063","01","00"," "," "," "," ","375    ","20260116","1","0024","0","2000","0211580","10000302","07","1","               ","       ","11","JK272100-77900A","8981645880               ","     15","0079076","20260118","215137",""
"8064","01","00"," "," "," "," ","375    ","20260116","1","0025","0","3000","0211580","10000302","07","1","               ","       ","UR","JK272100-77900A","8981645880               ","0000015","    151","20260118","215138",""
"8065","01","00"," "," "," "," ","375    ","20260116","1","0026","0","2000","0211580","10000302","07","1","               ","       ","11","JK272100-77900A","8981645880               ","     15","0079092","20260118","215138",""
"8066","01","00"," "," "," "," ","375    ","20260116","1","0027","0","3000","0211580","10000302","07","1","               ","       ","UR","JK272100-77900A","8981645880               ","0000015","    152","20260118","215139",""
"8067","01","00"," "," "," "," ","375    ","20260116","1","0028","0","2000","0211580","10000302","07","1","               ","       ","11","JK272100-77900A","8981645880               ","     15","0079084","20260118","215140",""
"8068","01","00"," "," "," "," ","375    ","20260116","1","0029","0","3000","0211580","10000302","07","1","               ","       ","UR","JK272100-77900A","8981645880               ","0000015","    150","20260118","215141",""
"8069","01","00"," "," "," "," ","375    ","20260116","1","0009","0","1000","0211581","10000302","10","1","               ","       ","  ","               ","                         ","       ","       ","20260118","215146",""
"8070","01","00"," "," "," "," ","375    ","20260116","1","0010","0","2000","0211581","10000302","10","1","               ","       ","11","JK272100-77900A","8981645880               ","     15","0079040","20260118","215147",""
"8071","01","00"," "," "," "," ","375    ","20260116","1","0011","0","3000","0211581","10000302","10","1","               ","       ","UR","JK272100-77900A","8981645880               ","0000015","    164","20260118","215148",""
"8072","01","00"," "," "," "," ","375    ","20260116","1","0012","0","2000","0211581","10000302","10","1","               ","       ","11","JK272200-75500A","8980840230               ","     15","0083668","20260118","215150",""
"8073","01","00"," "," "," "," ","375    ","20260116","1","0013","0","3000","0211581","10000302","10","1","               ","       ","UR","JK272200-75500A","8980840230               ","0000015","    317","20260118","215151",""
"8074","01","00"," "," "," "," ","375    ","20260116","1","0014","0","2000","0211581","10000302","10","1","               ","       ","11","JK272100-75510A","8980840221               ","     15","0088575","20260118","215152",""
"8075","01","00"," "," "," "," ","375    ","20260116","1","0015","0","3000","0211581","10000302","10","1","               ","       ","UR","JK272100-75510A","8980840221               ","0000015","    898","20260118","215153",""
"8076","01","00"," "," "," "," ","375    ","20260116","1","0002","0","1000","0211582","10000302","12","1","               ","       ","  ","               ","                         ","       ","       ","20260118","215158",""
"8077","01","00"," "," "," "," ","375    ","20260116","1","0003","0","2000","0211582","10000302","12","1","               ","       ","11","HM273100-10200A","8976545220               ","     15","0084787","20260118","215200",""
"8078","01","00"," "," "," "," ","375    ","20260116","1","0004","0","3000","0211582","10000302","12","1","               ","       ","UR","HM273100-10200A","8976545220               ","0000015","    323","20260118","215201",""
"8079","01","00"," "," "," "," ","375    ","20260116","1","0005","0","2000","0211582","10000302","12","1","               ","       ","11","HM273100-10200A","8976545220               ","     15","0084792","20260118","215202",""
"8080","01","00"," "," "," "," ","375    ","20260116","1","0006","0","3000","0211582","10000302","12","1","               ","       ","UR","HM273100-10200A","8976545220               ","0000015","    324","20260118","215203",""
"8081","01","00"," "," "," "," ","375    ","20260116","1","0007","0","2000","0211582","10000302","12","1","               ","       ","11","HM273200-10200A","8976545230               ","     15","0085286","20260118","215204",""
"8082","01","00"," "," "," "," ","375    ","20260116","1","0008","0","3000","0211582","10000302","12","1","               ","       ","UR","HM273200-10200A","8976545230               ","0000015","    294","20260118","215205",""
"8083","01","00"," "," "," "," ","375    ","20260116","1","0009","0","2000","0211582","10000302","12","1","               ","       ","11","HM273200-10200A","8976545230               ","     15","0085288","20260118","215206",""
"8084","01","00"," "," "," "," ","375    ","20260116","1","0010","0","3000","0211582","10000302","12","1","               ","       ","UR","HM273200-10200A","8976545230               ","0000015","    295","20260118","215207",""
"8085","01","00"," "," "," "," ","375    ","20260116","1","0002","0","1000","0211584","10000302","12","1","               ","       ","  ","               ","                         ","       ","       ","20260118","215210",""
"8086","01","00"," "," "," "," ","375    ","20260116","1","0003","0","2000","0211584","10000302","12","1","               ","       ","11","HM273200-10200A","8976545230               ","     15","0085290","20260118","215211",""
"8087","01","00"," "," "," "," ","375    ","20260116","1","0004","0","3000","0211584","10000302","12","1","               ","       ","UR","HM273200-10200A","8976545230               ","0000015","    296","20260118","215212",""
"8088","01","00"," "," "," "," ","375    ","20260116","1","0005","0","2000","0211584","10000302","12","1","               ","       ","11","HM273100-10200A","8976545220               ","     15","0084789","20260118","215216",""
"8089","01","00"," "," "," "," ","375    ","20260116","1","0006","0","3000","0211584","10000302","12","1","               ","       ","UR","HM273100-10200A","8976545220               ","0000015","    325","20260118","215217",""
"8090","01","00"," "," "," "," ","375    ","20260116","1","0007","0","2000","0211584","10000302","12","1","               ","       ","11","JK272100-77900A","8981645880               ","     15","0079068","20260118","215219",""
"8091","01","00"," "," "," "," ","375    ","20260116","1","0008","0","3000","0211584","10000302","12","1","               ","       ","UR","JK272100-77900A","8981645880               ","0000015","    153","20260118","215220",""
"8092","01","00"," "," "," "," ","375    ","20260116","1","0030","0","1000","0211580","10000302","07","1","               ","       ","  ","               ","                         ","       ","       ","20260118","215349",""
"8093","01","00"," "," "," "," ","375    ","20260116","1","0031","0","2000","0211580","10000302","07","1","               ","       ","11","PH237050-50900A","8972793070               ","      5","0073665","20260118","215350",""
"8094","01","00"," "," "," "," ","375    ","20260116","1","0032","0","3000","0211580","10000302","07","1","               ","       ","UR","PH237050-50900A","8972793070               ","0000005","    241","20260118","215351",""
"8095","01","00"," "," "," "," ","375    ","20260116","1","0033","0","2000","0211580","10000302","07","1","               ","       ","11","PH237050-50900A","8972793070               ","      5","0073669","20260118","215352",""
"8096","01","00"," "," "," "," ","375    ","20260116","1","0034","0","3000","0211580","10000302","07","1","               ","       ","UR","PH237050-50900A","8972793070               ","0000005","    238","20260118","215353",""
"8097","01","00"," "," "," "," ","375    ","20260116","1","0035","0","2000","0211580","10000302","07","1","               ","       ","11","PH237050-50900A","8972793070               ","      5","0073661","20260118","215355",""
"8098","01","00"," "," "," "," ","375    ","20260116","1","0036","0","3000","0211580","10000302","07","1","               ","       ","UR","PH237050-50900A","8972793070               ","0000005","    236","20260118","215355",""
"8099","01","00"," "," "," "," ","375    ","20260116","1","0037","0","2000","0211580","10000302","07","1","               ","       ","11","PH237050-50900A","8972793070               ","      5","0073653","20260118","215357",""
"8100","01","00"," "," "," "," ","375    ","20260116","1","0038","0","3000","0211580","10000302","07","1","               ","       ","UR","PH237050-50900A","8972793070               ","0000005","    240","20260118","215358",""
"8101","01","00"," "," "," "," ","375    ","20260116","1","0016","0","1000","0211581","10000302","10","1","               ","       ","  ","               ","                         ","       ","       ","20260118","215444",""
"8102","01","00"," "," "," "," ","375    ","20260116","1","0017","0","2000","0211581","10000302","10","1","               ","       ","11","MA151100-52210A","8972670031               ","      5","0075205","20260118","215445",""
"8103","01","00"," "," "," "," ","375    ","20260116","1","0018","0","3000","0211581","10000302","10","1","               ","       ","UR","MA151100-52210A","8972670031               ","0000005","    035","20260118","215446",""
"8104","01","00"," "," "," "," ","375    ","20260116","1","0019","0","2000","0211581","10000302","10","1","               ","       ","11","MA151100-52210A","8972670031               ","      5","0075163","20260118","215447",""
"8105","01","00"," "," "," "," ","375    ","20260116","1","0020","0","3000","0211581","10000302","10","1","               ","       ","UR","MA151100-52210A","8972670031               ","0000005","    037","20260118","215448",""
"8106","01","00"," "," "," "," ","375    ","20260116","1","0021","0","2000","0211581","10000302","10","1","               ","       ","11","MA151100-52210A","8972670031               ","      5","0075209","20260118","215449",""
"8107","01","00"," "," "," "," ","375    ","20260116","1","0022","0","3000","0211581","10000302","10","1","               ","       ","UR","MA151100-52210A","8972670031               ","0000005","    036","20260118","215450",""
"8108","01","00"," "," "," "," ","375    ","20260116","1","0023","0","2000","0211581","10000302","10","1","               ","       ","11","251900-17510A  ","8983475161               ","     15","0070838","20260118","215520",""
"8109","01","00"," "," "," "," ","375    ","20260116","1","0024","0","3000","0211581","10000302","10","1","               ","       ","UR","251900-17510A  ","8983475161               ","0000015","    296","20260118","215521",""
"8110","01","00"," "," "," "," ","375    ","20260116","1","0025","0","2000","0211581","10000302","10","1","               ","       ","11","251900-17510A  ","8983475161               ","     15","0070800","20260118","215522",""
"8111","01","00"," "," "," "," ","375    ","20260116","1","0026","0","3000","0211581","10000302","10","1","               ","       ","UR","251900-17510A  ","8983475161               ","0000015","    295","20260118","215523",""
