"SEQ #","W/H #","DEV ID","SYSFLG1","SYSFLG2","SYSFLG3","SYSFLG4","LOGIN ID","TR DATE(YMD)","TR TYPE","OPE SEQ #","RESULT","RSN CODE","TRUCK NO","CUST NO","SHIP NO","CHECK TYPE","SHIP P/N","SHIP QTY","TAG TYPE","P/N","CUST P/N","QTY","TAG SEQ #","SCAN DATE(YMD)","SCAN TIME"
"8996","48","08"," "," "," "," ","7      ","20250109","1","0055","0","3000","0101151","10005500","01","1","               ","       ","UR","AE062020-59110T","85710-02600-00           ","0000010","    355","20250109","235408",""
"8997","48","08"," "," "," "," ","7      ","20250109","1","0056","0","2000","0101151","10005500","01","1","               ","       ","11","AE062020-59110T","85710-02600-00           ","     10","0070035","20250109","235410",""
"8998","48","08"," "," "," "," ","7      ","20250109","1","0057","0","3000","0101151","10005500","01","1","               ","       ","UR","AE062020-59110T","85710-02600-00           ","0000010","    349","20250109","235411",""
"8999","48","08"," "," "," "," ","7      ","20250109","1","0058","0","2000","0101151","10005500","01","1","               ","       ","11","AE062040-36400T","85710-BZ210-00           ","     10","0070135","20250109","235418",""
"9000","48","08"," "," "," "," ","7      ","20250109","1","0059","0","3000","0101151","10005500","01","1","               ","       ","UR","AE062040-36400T","85710-BZ210-00           ","0000010","    056","20250109","235419",""
"9001","48","08"," "," "," "," ","7      ","20250109","1","0060","0","2000","0101151","10005500","01","1","               ","       ","11","AE062040-36400T","85710-BZ210-00           ","     10","0070121","20250109","235420",""
"9002","48","08"," "," "," "," ","7      ","20250109","1","0061","0","3000","0101151","10005500","01","1","               ","       ","UR","AE062040-36400T","85710-BZ210-00           ","0000010","    031","20250109","235421",""
"9003","48","08"," "," "," "," ","7      ","20250109","1","0062","0","2000","0101151","10005500","01","1","               ","       ","11","AE062040-36400T","85710-BZ210-00           ","     10","0070072","20250109","235422",""
"9004","48","08"," "," "," "," ","7      ","20250109","1","0063","0","3000","0101151","10005500","01","1","               ","       ","UR","AE062040-36400T","85710-BZ210-00           ","0000010","    041","20250109","235423",""
"9005","48","08"," "," "," "," ","7      ","20250109","1","0064","0","2000","0101151","10005500","01","1","               ","       ","11","AE062040-36400T","85710-BZ210-00           ","     10","0070094","20250109","235424",""
"9006","48","08"," "," "," "," ","7      ","20250109","1","0065","0","3000","0101151","10005500","01","1","               ","       ","UR","AE062040-36400T","85710-BZ210-00           ","0000010","    053","20250109","235425",""
"9007","48","08"," "," "," "," ","7      ","20250109","1","0066","0","2000","0101151","10005500","01","1","               ","       ","11","AE062040-36400T","85710-BZ210-00           ","     10","0070083","20250109","235427",""
"9008","48","08"," "," "," "," ","7      ","20250109","1","0067","0","3000","0101151","10005500","01","1","               ","       ","UR","AE062040-36400T","85710-BZ210-00           ","0000010","    029","20250109","235430",""
"9009","48","08"," "," "," "," ","7      ","20250109","1","0068","0","2000","0101151","10005500","01","1","               ","       ","11","AE062040-36400T","85710-BZ210-00           ","     10","0070095","20250109","235431",""
"9010","48","08"," "," "," "," ","7      ","20250109","1","0069","0","3000","0101151","10005500","01","1","               ","       ","UR","AE062040-36400T","85710-BZ210-00           ","0000010","    027","20250109","235432",""
"9011","48","08"," "," "," "," ","7      ","20250109","1","0070","0","2000","0101151","10005500","01","1","               ","       ","11","AE062040-36400T","85710-BZ210-00           ","     10","0070110","20250109","235433",""
"9012","48","08"," "," "," "," ","7      ","20250109","1","0071","0","3000","0101151","10005500","01","1","               ","       ","UR","AE062040-36400T","85710-BZ210-00           ","0000010","    032","20250109","235434",""
"9013","48","08"," "," "," "," ","7      ","20250109","1","0072","0","2000","0101151","10005500","01","1","               ","       ","11","AE062040-36400T","85710-BZ210-00           ","     10","0070074","20250109","235435",""
"9014","48","08"," "," "," "," ","7      ","20250109","1","0073","0","3000","0101151","10005500","01","1","               ","       ","UR","AE062040-36400T","85710-BZ210-00           ","0000010","    044","20250109","235437",""
"9015","48","08"," "," "," "," ","7      ","20250109","1","0074","0","2000","0101151","10005500","01","1","               ","       ","11","AE062040-36400T","85710-BZ210-00           ","     10","0070066","20250109","235438",""
"9016","48","08"," "," "," "," ","7      ","20250109","1","0075","0","3000","0101151","10005500","01","1","               ","       ","UR","AE062040-36400T","85710-BZ210-00           ","0000010","    043","20250109","235440",""
"9017","48","08"," "," "," "," ","7      ","20250109","1","0076","0","2000","0101151","10005500","01","1","               ","       ","11","AE062040-36400T","85710-BZ210-00           ","     10","0070100","20250109","235441",""
"9018","48","08"," "," "," "," ","7      ","20250109","1","0077","0","3000","0101151","10005500","01","1","               ","       ","UR","AE062040-36400T","85710-BZ210-00           ","0000010","    055","20250109","235442",""
"9019","48","08"," "," "," "," ","7      ","20250109","1","0078","0","2000","0101151","10005500","01","1","               ","       ","11","AE062040-36400T","85710-BZ210-00           ","     10","0070144","20250109","235444",""
"9020","48","08"," "," "," "," ","7      ","20250109","1","0079","0","3000","0101151","10005500","01","1","               ","       ","UR","AE062040-36400T","85710-BZ210-00           ","0000010","    039","20250109","235445",""
"9021","48","08"," "," "," "," ","7      ","20250109","1","0080","0","2000","0101151","10005500","01","1","               ","       ","11","AE062040-36400T","85710-BZ210-00           ","     10","0070137","20250109","235446",""
"9022","48","08"," "," "," "," ","7      ","20250109","1","0081","0","3000","0101151","10005500","01","1","               ","       ","UR","AE062040-36400T","85710-BZ210-00           ","0000010","    051","20250109","235447",""
"9023","48","08"," "," "," "," ","7      ","20250109","1","0082","0","2000","0101151","10005500","01","1","               ","       ","11","AE062020-59110T","85710-02600-00           ","     10","0070051","20250109","235450",""
"9024","48","08"," "," "," "," ","7      ","20250109","1","0083","0","3000","0101151","10005500","01","1","               ","       ","UR","AE062020-59110T","85710-02600-00           ","0000010","    351","20250109","235452",""
"9025","48","08"," "," "," "," ","7      ","20250109","1","0084","0","2000","0101151","10005500","01","1","               ","       ","11","AE062020-59110T","85710-02600-00           ","     10","0070008","20250109","235454",""
"9026","48","08"," "," "," "," ","7      ","20250109","1","0085","0","3000","0101151","10005500","01","1","               ","       ","UR","AE062020-59110T","85710-02600-00           ","0000010","    350","20250109","235455",""
"9027","48","08"," "," "," "," ","7      ","20250109","1","0086","0","2000","0101151","10005500","01","1","               ","       ","11","AE062020-59110T","85710-02600-00           ","     10","0070018","20250109","235458",""
"9028","48","08"," "," "," "," ","7      ","20250109","1","0087","0","3000","0101151","10005500","01","1","               ","       ","UR","AE062020-59110T","85710-02600-00           ","0000010","    352","20250109","235459",""
"9029","48","08"," "," "," "," ","7      ","20250109","1","0088","0","2000","0101151","10005500","01","1","               ","       ","11","AE062020-59110T","85710-02600-00           ","     10","0070024","20250109","235502",""
"9030","48","08"," "," "," "," ","7      ","20250109","1","0089","0","3000","0101151","10005500","01","1","               ","       ","UR","AE062020-59110T","85710-02600-00           ","0000010","    348","20250109","235504",""
"9031","48","08"," "," "," "," ","7      ","20250109","1","0090","0","2000","0101151","10005500","01","1","               ","       ","11","AE062020-37510T","85720-0K270-00           ","     10","0070117","20250109","235505",""
"9032","48","08"," "," "," "," ","7      ","20250109","1","0091","0","3000","0101151","10005500","01","1","               ","       ","UR","AE062020-37510T","85720-0K270-00           ","0000010","    794","20250109","235506",""
"9033","48","08"," "," "," "," ","7      ","20250109","1","0092","0","2000","0101151","10005500","01","1","               ","       ","11","AE062020-37510T","85720-0K270-00           ","     10","0070131","20250109","235508",""
"9034","48","08"," "," "," "," ","7      ","20250109","1","0093","0","3000","0101151","10005500","01","1","               ","       ","UR","AE062020-37510T","85720-0K270-00           ","0000010","    791","20250109","235509",""
"9035","48","08"," "," "," "," ","7      ","20250109","1","0094","0","2000","0101151","10005500","01","1","               ","       ","11","AE062020-37510T","85720-0K270-00           ","     10","0070105","20250109","235510",""
"9036","48","08"," "," "," "," ","7      ","20250109","1","0095","0","3000","0101151","10005500","01","1","               ","       ","UR","AE062020-37510T","85720-0K270-00           ","0000010","    796","20250109","235512",""
"9037","48","08"," "," "," "," ","7      ","20250109","1","0096","0","2000","0101151","10005500","01","1","               ","       ","11","AE062020-37510T","85720-0K270-00           ","     10","0070106","20250109","235516",""
"9038","48","08"," "," "," "," ","7      ","20250109","1","0097","0","3000","0101151","10005500","01","1","               ","       ","UR","AE062020-37510T","85720-0K270-00           ","0000010","    795","20250109","235517",""
"9039","48","08"," "," "," "," ","7      ","20250109","1","0098","0","2000","0101151","10005500","01","1","               ","       ","11","AE062020-37510T","85720-0K270-00           ","     10","0070093","20250109","235519",""
"9040","48","08"," "," "," "," ","7      ","20250109","1","0099","0","3000","0101151","10005500","01","1","               ","       ","UR","AE062020-37510T","85720-0K270-00           ","0000010","    790","20250109","235521",""
"9041","48","08"," "," "," "," ","7      ","20250109","1","0100","0","2000","0101151","10005500","01","1","               ","       ","11","AE062020-37510T","85720-0K270-00           ","     10","0070128","20250109","235522",""
"9042","48","08"," "," "," "," ","7      ","20250109","1","0101","0","3000","0101151","10005500","01","1","               ","       ","UR","AE062020-37510T","85720-0K270-00           ","0000010","    793","20250109","235523",""
"9043","48","08"," "," "," "," ","7      ","20250109","1","0102","0","2000","0101151","10005500","01","1","               ","       ","11","AE062020-37510T","85720-0K270-00           ","     10","0070086","20250109","235525",""
"9044","48","08"," "," "," "," ","7      ","20250109","1","0103","0","3000","0101151","10005500","01","1","               ","       ","UR","AE062020-37510T","85720-0K270-00           ","0000010","    792","20250109","235525",""
"9045","48","08"," "," "," "," ","7      ","20250109","1","0104","0","2000","0101151","10005500","01","1","               ","       ","11","AE062020-37510T","85720-0K270-00           ","     10","0070080","20250109","235528",""
"9046","48","08"," "," "," "," ","7      ","20250109","1","0105","0","3000","0101151","10005500","01","1","               ","       ","UR","AE062020-37510T","85720-0K270-00           ","0000010","    797","20250109","235531",""
"9047","48","08"," "," "," "," ","7      ","20250109","1","0106","0","2000","0101151","10005500","01","1","               ","       ","11","AE262100-59500T","85720-BZ240-00           ","     10","0070226","20250109","235534",""
"9048","48","08"," "," "," "," ","7      ","20250109","1","0107","0","3000","0101151","10005500","01","1","               ","       ","UR","AE262100-59500T","85720-BZ240-00           ","0000010","    907","20250109","235535",""
"9049","48","08"," "," "," "," ","7      ","20250109","1","0108","0","2000","0101151","10005500","01","1","               ","       ","11","AE262100-59500T","85720-BZ240-00           ","     10","0070360","20250109","235537",""
"9050","48","08"," "," "," "," ","7      ","20250109","1","0109","0","3000","0101151","10005500","01","1","               ","       ","UR","AE262100-59500T","85720-BZ240-00           ","0000010","    898","20250109","235538",""
"9051","48","08"," "," "," "," ","7      ","20250109","1","0110","0","2000","0101151","10005500","01","1","               ","       ","11","AE262100-59500T","85720-BZ240-00           ","     10","0070328","20250109","235541",""
"9052","48","08"," "," "," "," ","7      ","20250109","1","0111","0","3000","0101151","10005500","01","1","               ","       ","UR","AE262100-59500T","85720-BZ240-00           ","0000010","    903","20250109","235542",""
"9053","48","08"," "," "," "," ","7      ","20250109","1","0112","0","2000","0101151","10005500","01","1","               ","       ","11","AE262100-59500T","85720-BZ240-00           ","     10","0070406","20250109","235543",""
"9054","48","08"," "," "," "," ","7      ","20250109","1","0113","0","3000","0101151","10005500","01","1","               ","       ","UR","AE262100-59500T","85720-BZ240-00           ","0000010","    900","20250109","235545",""
"9055","48","08"," "," "," "," ","7      ","20250109","1","0114","0","2000","0101151","10005500","01","1","               ","       ","11","AE062020-76700T","85720-0A190-00           ","     10","0070055","20250109","235554",""
"9056","48","08"," "," "," "," ","7      ","20250109","1","0115","0","3000","0101151","10005500","01","1","               ","       ","UR","AE062020-76700T","85720-0A190-00           ","0000010","    457","20250109","235556",""
"9057","48","08"," "," "," "," ","7      ","20250109","1","0116","0","2000","0101151","10005500","01","1","               ","       ","11","AE062020-76700T","85720-0A190-00           ","     10","0070045","20250109","235557",""
"9058","48","08"," "," "," "," ","7      ","20250109","1","0117","0","3000","0101151","10005500","01","1","               ","       ","UR","AE062020-76700T","85720-0A190-00           ","0000010","    463","20250109","235557",""
"9059","48","08"," "," "," "," ","7      ","20250109","1","0118","0","2000","0101151","10005500","01","1","               ","       ","11","AE062020-76700T","85720-0A190-00           ","     10","0070037","20250109","235600",""
"9060","48","08"," "," "," "," ","7      ","20250109","1","0119","0","3000","0101151","10005500","01","1","               ","       ","UR","AE062020-76700T","85720-0A190-00           ","0000010","    458","20250109","235601",""
"9061","48","08"," "," "," "," ","7      ","20250109","1","0120","0","2000","0101151","10005500","01","1","               ","       ","11","AE062020-76700T","85720-0A190-00           ","     10","0070020","20250109","235603",""
"9062","48","08"," "," "," "," ","7      ","20250109","1","0121","0","3000","0101151","10005500","01","1","               ","       ","UR","AE062020-76700T","85720-0A190-00           ","0000010","    460","20250109","235604",""
"9063","48","08"," "," "," "," ","7      ","20250109","1","0122","0","2000","0101151","10005500","01","1","               ","       ","11","AE062020-68800T","85710-0A070-00           ","     10","0070076","20250109","235609",""
"9064","48","08"," "," "," "," ","7      ","20250109","1","0123","0","3000","0101151","10005500","01","1","               ","       ","UR","AE062020-68800T","85710-0A070-00           ","0000010","    939","20250109","235610",""
"9065","48","08"," "," "," "," ","7      ","20250109","1","0124","0","2000","0101151","10005500","01","1","               ","       ","11","AE062020-68800T","85710-0A070-00           ","     10","0070096","20250109","235611",""
"9066","48","08"," "," "," "," ","7      ","20250109","1","0125","0","3000","0101151","10005500","01","1","               ","       ","UR","AE062020-68800T","85710-0A070-00           ","0000010","    941","20250109","235612",""
"9067","48","08"," "," "," "," ","7      ","20250109","1","0126","0","2000","0101151","10005500","01","1","               ","       ","11","AE062020-68800T","85710-0A070-00           ","     10","0070091","20250109","235614",""
"9068","48","08"," "," "," "," ","7      ","20250109","1","0127","0","3000","0101151","10005500","01","1","               ","       ","UR","AE062020-68800T","85710-0A070-00           ","0000010","    935","20250109","235617",""
