"SEQ #","W/H #","DEV ID","SYSFLG1","SYSFLG2","SYSFLG3","SYSFLG4","LOGIN ID","TR DATE(YMD)","TR TYPE","OPE SEQ #","RESULT","RSN CODE","TRUCK NO","CUST NO","SHIP NO","CHECK TYPE","SHIP P/N","SHIP QTY","TAG TYPE","P/N","CUST P/N","QTY","TAG SEQ #","SCAN DATE(YMD)","SCAN TIME"
"1940","48","08"," "," "," "," ","7894   ","20250228","1","0017","0","3000","0621228","11000100","01","1","               ","       ","UR","MA276700-20630M","23703A020P               ","0000010","    169","20250228","232316",""
"1941","48","08"," "," "," "," ","7894   ","20250228","1","0018","0","2000","0621228","11000100","01","1","               ","       ","11","MA276700-20630M","23703A020P               ","     10","0070120","20250228","232317",""
"1942","48","08"," "," "," "," ","7894   ","20250228","1","0019","0","3000","0621228","11000100","01","1","               ","       ","UR","MA276700-20630M","23703A020P               ","0000010","    173","20250228","232318",""
"1943","48","08"," "," "," "," ","7894   ","20250228","1","0020","0","2000","0621228","11000100","01","1","               ","       ","11","MA276700-20630M","23703A020P               ","     10","0070093","20250228","232319",""
"1944","48","08"," "," "," "," ","7894   ","20250228","1","0021","0","3000","0621228","11000100","01","1","               ","       ","UR","MA276700-20630M","23703A020P               ","0000010","    146","20250228","232320",""
"1945","48","08"," "," "," "," ","7894   ","20250228","1","0022","0","2000","0621228","11000100","01","1","               ","       ","11","MA276700-20630M","23703A020P               ","     10","0070207","20250228","232324",""
"1946","48","08"," "," "," "," ","7894   ","20250228","1","0023","0","3000","0621228","11000100","01","1","               ","       ","UR","MA276700-20630M","23703A020P               ","0000010","    150","20250228","232325",""
"1947","48","08"," "," "," "," ","7894   ","20250228","1","0024","0","2000","0621228","11000100","01","1","               ","       ","11","MA276700-20630M","23703A020P               ","     10","0070302","20250228","232326",""
"1948","48","08"," "," "," "," ","7894   ","20250228","1","0025","0","3000","0621228","11000100","01","1","               ","       ","UR","MA276700-20630M","23703A020P               ","0000010","    154","20250228","232327",""
"1949","48","08"," "," "," "," ","7894   ","20250228","1","0026","0","2000","0621228","11000100","01","1","               ","       ","11","MA276700-20630M","23703A020P               ","     10","0070269","20250228","232328",""
"1950","48","08"," "," "," "," ","7894   ","20250228","1","0027","0","3000","0621228","11000100","01","1","               ","       ","UR","MA276700-20630M","23703A020P               ","0000010","    158","20250228","232329",""
"1951","48","08"," "," "," "," ","7894   ","20250228","1","0028","0","2000","0621228","11000100","01","1","               ","       ","11","MA276700-20630M","23703A020P               ","     10","0070321","20250228","232330",""
"1952","48","08"," "," "," "," ","7894   ","20250228","1","0029","0","3000","0621228","11000100","01","1","               ","       ","UR","MA276700-20630M","23703A020P               ","0000010","    162","20250228","232331",""
"1953","48","08"," "," "," "," ","7894   ","20250228","1","0030","0","2000","0621228","11000100","01","1","               ","       ","11","MA276700-20630M","23703A020P               ","     10","0070210","20250228","232333",""
"1954","48","08"," "," "," "," ","7894   ","20250228","1","0031","0","3000","0621228","11000100","01","1","               ","       ","UR","MA276700-20630M","23703A020P               ","0000010","    166","20250228","232333",""
"1955","48","08"," "," "," "," ","7894   ","20250228","1","0032","0","2000","0621228","11000100","01","1","               ","       ","11","MA276700-20630M","23703A020P               ","     10","0070250","20250228","232334",""
"1956","48","08"," "," "," "," ","7894   ","20250228","1","0033","0","3000","0621228","11000100","01","1","               ","       ","UR","MA276700-20630M","23703A020P               ","0000010","    170","20250228","232335",""
"1957","48","08"," "," "," "," ","7894   ","20250228","1","0034","0","2000","0621228","11000100","01","1","               ","       ","11","MA276700-20630M","23703A020P               ","     10","0070170","20250228","232424",""
"1958","48","08"," "," "," "," ","7894   ","20250228","1","0035","0","3000","0621228","11000100","01","1","               ","       ","UR","MA276700-20630M","23703A020P               ","0000010","    172","20250228","232425",""
"1959","48","08"," "," "," "," ","7894   ","20250228","1","0036","0","2000","0621228","11000100","01","1","               ","       ","11","MA276700-20630M","23703A020P               ","     10","0070308","20250228","232437",""
"1960","48","08"," "," "," "," ","7894   ","20250228","1","0037","0","3000","0621228","11000100","01","1","               ","       ","UR","MA276700-20630M","23703A020P               ","0000010","    174","20250228","232438",""
"1961","48","08"," "," "," "," ","7894   ","20250228","1","0038","0","2000","0621228","11000100","01","1","               ","       ","11","MA276700-20630M","23703A020P               ","     10","0070249","20250228","232439",""
"1962","48","08"," "," "," "," ","7894   ","20250228","1","0039","0","3000","0621228","11000100","01","1","               ","       ","UR","MA276700-20630M","23703A020P               ","0000010","    147","20250228","232440",""
"1963","48","08"," "," "," "," ","7894   ","20250228","1","0040","0","2000","0621228","11000100","01","1","               ","       ","11","MA276700-20630M","23703A020P               ","     10","0070167","20250228","232443",""
"1964","48","08"," "," "," "," ","7894   ","20250228","1","0041","0","3000","0621228","11000100","01","1","               ","       ","UR","MA276700-20630M","23703A020P               ","0000010","    151","20250228","232444",""
"1965","48","08"," "," "," "," ","7894   ","20250228","1","0042","0","2000","0621228","11000100","01","1","               ","       ","11","MA276700-20630M","23703A020P               ","     10","0070271","20250228","232445",""
"1966","48","08"," "," "," "," ","7894   ","20250228","1","0043","0","3000","0621228","11000100","01","1","               ","       ","UR","MA276700-20630M","23703A020P               ","0000010","    155","20250228","232446",""
"1967","48","08"," "," "," "," ","7894   ","20250228","1","0044","0","2000","0621228","11000100","01","1","               ","       ","11","MA276700-20630M","23703A020P               ","     10","0070069","20250228","232447",""
"1968","48","08"," "," "," "," ","7894   ","20250228","1","0045","0","3000","0621228","11000100","01","1","               ","       ","UR","MA276700-20630M","23703A020P               ","0000010","    171","20250228","232449",""
"1969","48","08"," "," "," "," ","7894   ","20250228","1","0046","0","2000","0621228","11000100","01","1","               ","       ","11","MA276700-20630M","23703A020P               ","     10","0070280","20250228","232450",""
"1970","48","08"," "," "," "," ","7894   ","20250228","1","0047","0","3000","0621228","11000100","01","1","               ","       ","UR","MA276700-20630M","23703A020P               ","0000010","    167","20250228","232451",""
"1971","48","08"," "," "," "," ","7894   ","20250228","1","0048","0","2000","0621228","11000100","01","1","               ","       ","11","MA276700-20630M","23703A020P               ","     10","0070254","20250228","232452",""
"1972","48","08"," "," "," "," ","7894   ","20250228","1","0049","0","3000","0621228","11000100","01","1","               ","       ","UR","MA276700-20630M","23703A020P               ","0000010","    163","20250228","232453",""
"1973","48","08"," "," "," "," ","7894   ","20250228","1","0050","0","2000","0621228","11000100","01","1","               ","       ","11","MA276700-20630M","23703A020P               ","     10","0070190","20250228","232456",""
"1974","48","08"," "," "," "," ","7894   ","20250228","1","0051","0","3000","0621228","11000100","01","1","               ","       ","UR","MA276700-20630M","23703A020P               ","0000010","    159","20250228","232457",""
"1975","48","08"," "," "," "," ","7894   ","20250228","1","0052","0","2000","0621228","11000100","01","1","               ","       ","11","MA276700-20630M","23703A020P               ","     10","0070191","20250228","232459",""
"1976","48","08"," "," "," "," ","7894   ","20250228","1","0053","0","3000","0621228","11000100","01","1","               ","       ","UR","MA276700-20630M","23703A020P               ","0000010","    175","20250228","232500",""
"1977","48","08"," "," "," "," ","7894   ","20250228","1","0054","0","2000","0621228","11000100","01","1","               ","       ","11","MA276700-20630M","23703A020P               ","     10","0070180","20250228","232501",""
"1978","48","08"," "," "," "," ","7894   ","20250228","1","0055","0","3000","0621228","11000100","01","1","               ","       ","UR","MA276700-20630M","23703A020P               ","0000010","    144","20250228","232502",""
"1979","48","08"," "," "," "," ","7894   ","20250228","1","0056","0","2000","0621228","11000100","01","1","               ","       ","11","MA276700-20630M","23703A020P               ","     10","0070225","20250228","232503",""
"1980","48","08"," "," "," "," ","7894   ","20250228","1","0057","0","3000","0621228","11000100","01","1","               ","       ","UR","MA276700-20630M","23703A020P               ","0000010","    148","20250228","232505",""
"1981","48","08"," "," "," "," ","7894   ","20250228","1","0058","0","2000","0621228","11000100","01","1","               ","       ","11","MA276700-20630M","23703A020P               ","     10","0070077","20250228","232506",""
"1982","48","08"," "," "," "," ","7894   ","20250228","1","0059","0","3000","0621228","11000100","01","1","               ","       ","UR","MA276700-20630M","23703A020P               ","0000010","    152","20250228","232507",""
"1983","48","08"," "," "," "," ","7894   ","20250228","1","0060","0","2000","0621228","11000100","01","1","               ","       ","11","MA276700-20630M","23703A020P               ","     10","0070266","20250228","232508",""
"1984","48","08"," "," "," "," ","7894   ","20250228","1","0061","0","3000","0621228","11000100","01","1","               ","       ","UR","MA276700-20630M","23703A020P               ","0000010","    168","20250228","232509",""
"1985","48","08"," "," "," "," ","7894   ","20250228","1","0062","0","2000","0621228","11000100","01","1","               ","       ","11","MA276700-20630M","23703A020P               ","     10","0070098","20250228","232510",""
"1986","48","08"," "," "," "," ","7894   ","20250228","1","0063","0","3000","0621228","11000100","01","1","               ","       ","UR","MA276700-20630M","23703A020P               ","0000010","    164","20250228","232512",""
"1987","48","08"," "," "," "," ","7894   ","20250228","1","0064","0","2000","0621228","11000100","01","1","               ","       ","11","MA276700-20630M","23703A020P               ","     10","0070245","20250228","232513",""
"1988","48","08"," "," "," "," ","7894   ","20250228","1","0065","0","3000","0621228","11000100","01","1","               ","       ","UR","MA276700-20630M","23703A020P               ","0000010","    160","20250228","232514",""
"1989","48","08"," "," "," "," ","7894   ","20250228","1","0066","0","2000","0621228","11000100","01","1","               ","       ","11","MA276700-20630M","23703A020P               ","     10","0070262","20250228","232516",""
"1990","48","08"," "," "," "," ","7894   ","20250228","1","0067","0","3000","0621228","11000100","01","1","               ","       ","UR","MA276700-20630M","23703A020P               ","0000010","    156","20250228","232517",""
"1991","48","08"," "," "," "," ","7894   ","20250228","3","0068","0","0000","0621228","11000100","01","1","               ","       ","  ","               ","                         ","       ","       ","20250228","232519",""
"1992","48","08"," "," "," "," ","7894   ","20250228","1","0001","0","1000","0621227","11000100","00","1","MA276700-23510M","0000010","  ","               ","                         ","       ","       ","20250228","234040",""
"1993","48","08"," "," "," "," ","7894   ","20250228","1","0001","0","1000","0621227","11000100","00","1","MA276700-23610M","0000010","  ","               ","                         ","       ","       ","20250228","234040",""
"1994","48","08"," "," "," "," ","7894   ","20250228","1","0001","0","1000","0621227","11000100","00","1","MA276700-02040M","0000030","  ","               ","                         ","       ","       ","20250228","234040",""
"1995","48","08"," "," "," "," ","7894   ","20250228","1","0001","0","1000","0621227","11000100","00","1","MA275700-86920M","0000010","  ","               ","                         ","       ","       ","20250228","234040",""
"1996","48","08"," "," "," "," ","7894   ","20250228","1","0001","0","1000","0621227","11000100","00","1","MA276700-02140M","0000030","  ","               ","                         ","       ","       ","20250228","234040",""
"1997","48","08"," "," "," "," ","7894   ","20250228","1","0002","0","2000","0621227","11000100","00","1","               ","       ","11","MA276700-23610M","1860D841                 ","     10","0070010","20250228","234118",""
"1998","48","08"," "," "," "," ","7894   ","20250228","1","0003","0","3000","0621227","11000100","00","1","               ","       ","UR","MA276700-23610M","1860D841                 ","0000010","    657","20250228","234119",""
"1999","48","08"," "," "," "," ","7894   ","20250228","1","0004","0","2000","0621227","11000100","00","1","               ","       ","11","MA276700-02040M","1860D367                 ","     10","0090017","20250228","234136",""
"2000","48","08"," "," "," "," ","7894   ","20250228","1","0005","0","3000","0621227","11000100","00","1","               ","       ","UR","MA276700-02040M","1860D367                 ","0000010","    058","20250228","234137",""
"2001","48","08"," "," "," "," ","7894   ","20250228","1","0006","0","2000","0621227","11000100","00","1","               ","       ","11","MA276700-02040M","1860D367                 ","     10","0090025","20250228","234138",""
"2002","48","08"," "," "," "," ","7894   ","20250228","1","0007","0","3000","0621227","11000100","00","1","               ","       ","UR","MA276700-02040M","1860D367                 ","0000010","    056","20250228","234139",""
"2003","48","08"," "," "," "," ","7894   ","20250228","1","0008","0","2000","0621227","11000100","00","1","               ","       ","11","MA276700-02040M","1860D367                 ","     10","0090011","20250228","234140",""
"2004","48","08"," "," "," "," ","7894   ","20250228","1","0009","0","3000","0621227","11000100","00","1","               ","       ","UR","MA276700-02040M","1860D367                 ","0000010","    057","20250228","234141",""
"2005","48","08"," "," "," "," ","7894   ","20250228","1","0010","0","2000","0621227","11000100","00","1","               ","       ","11","MA276700-02140M","1860D368                 ","     10","0070022","20250228","234222",""
"2006","48","08"," "," "," "," ","7894   ","20250228","1","0011","0","3000","0621227","11000100","00","1","               ","       ","UR","MA276700-02140M","1860D368                 ","0000010","    053","20250228","234223",""
"2007","48","08"," "," "," "," ","7894   ","20250228","1","0012","0","2000","0621227","11000100","00","1","               ","       ","11","MA276700-02140M","1860D368                 ","     10","0070012","20250228","234224",""
"2008","48","08"," "," "," "," ","7894   ","20250228","1","0013","0","3000","0621227","11000100","00","1","               ","       ","UR","MA276700-02140M","1860D368                 ","0000010","    054","20250228","234225",""
"2009","48","08"," "," "," "," ","7894   ","20250228","1","0014","0","2000","0621227","11000100","00","1","               ","       ","11","MA276700-02140M","1860D368                 ","     10","0070013","20250228","234226",""
"2010","48","08"," "," "," "," ","7894   ","20250228","1","0015","0","3000","0621227","11000100","00","1","               ","       ","UR","MA276700-02140M","1860D368                 ","0000010","    052","20250228","234227",""
"2011","48","08"," "," "," "," ","7894   ","20250228","1","0016","0","2000","0621227","11000100","00","1","               ","       ","11","MA275700-86920M","1860D146                 ","     10","0090098","20250228","234244",""
"2012","48","08"," "," "," "," ","7894   ","20250228","1","0017","0","3000","0621227","11000100","00","1","               ","       ","UR","MA275700-86920M","1860D146                 ","0000010","    751","20250228","234245",""
"2013","48","08"," "," "," "," ","7894   ","20250228","1","0018","0","2000","0621227","11000100","00","1","               ","       ","11","MA276700-23510M","1860D802                 ","     10","0070060","20250228","234255",""
"2014","48","08"," "," "," "," ","7894   ","20250228","1","0019","0","3000","0621227","11000100","00","1","               ","       ","UR","MA276700-23510M","1860D802                 ","0000010","    597","20250228","234256",""
"2015","48","08"," "," "," "," ","7894   ","20250228","3","0020","0","0000","0621227","11000100","00","1","               ","       ","  ","               ","                         ","       ","       ","20250228","234306",""
"2016","48","08"," "," "," "," ","7894   ","20250228","1","0001","0","1000","0621229","11000105","00","1","AE059905-31400M","0000200","  ","               ","                         ","       ","       ","20250228","234740",""
"2017","48","08"," "," "," "," ","7894   ","20250228","1","0001","0","1000","0621229","11000105","00","1","259600-25100M  ","0000014","  ","               ","                         ","       ","       ","20250228","234740",""
"2018","48","08"," "," "," "," ","7894   ","20250228","1","0001","0","1000","0621229","11000105","00","1","AJ460060-14010M","0000010","  ","               ","                         ","       ","       ","20250228","234740",""
"2019","48","08"," "," "," "," ","7894   ","20250228","1","0001","0","1000","0621229","11000105","00","1","PH157410-13500M","0000024","  ","               ","                         ","       ","       ","20250228","234740",""
"2020","48","08"," "," "," "," ","7894   ","20250228","1","0001","0","1000","0621229","11000105","00","1","PH157410-13600M","0000009","  ","               ","                         ","       ","       ","20250228","234740",""
"2021","48","08"," "," "," "," ","7894   ","20250228","1","0001","0","1000","0621229","11000105","00","1","PH157570-02810M","0000003","  ","               ","                         ","       ","       ","20250228","234740",""
"2022","48","08"," "," "," "," ","7894   ","20250228","1","0002","0","2000","0621229","11000105","00","1","               ","       ","11","AE059905-31400M","8253A103                 ","    200","0090001","20250228","234815",""
"2023","48","08"," "," "," "," ","7894   ","20250228","1","0003","0","3000","0621229","11000105","00","1","               ","       ","UR","AE059905-31400M","8253A103                 ","0000200","    470","20250228","234817",""
"2024","48","08"," "," "," "," ","7894   ","20250228","1","0004","0","2000","0621229","11000105","00","1","               ","       ","11","PH157570-02810M","8100C310                 ","      3","0070101","20250228","235713",""
"2025","48","08"," "," "," "," ","7894   ","20250228","1","0005","0","3000","0621229","11000105","00","1","               ","       ","UR","PH157570-02810M","8100C310                 ","0000003","    010","20250228","235714",""
"2026","48","08"," "," "," "," ","7894   ","20250228","1","0006","0","2000","0621229","11000105","00","1","               ","       ","11","AJ460060-14010M","8253A101                 ","     10","0070101","20250228","235718",""
"2027","48","08"," "," "," "," ","7894   ","20250228","1","0007","0","3000","0621229","11000105","00","1","               ","       ","UR","AJ460060-14010M","8253A101                 ","0000010","    932","20250228","235719",""
"2028","48","08"," "," "," "," ","7894   ","20250228","1","0008","0","2000","0621229","11000105","00","1","               ","       ","11","PH157410-13600M","8100C818                 ","      3","0070188","20250228","235740",""
"2029","48","08"," "," "," "," ","7894   ","20250228","1","0009","0","3000","0621229","11000105","00","1","               ","       ","UR","PH157410-13600M","8100C818                 ","0000003","    076","20250228","235741",""
"2030","48","08"," "," "," "," ","7894   ","20250228","1","0010","0","2000","0621229","11000105","00","1","               ","       ","11","PH157410-13600M","8100C818                 ","      3","0070185","20250228","235742",""
"2031","48","08"," "," "," "," ","7894   ","20250228","1","0011","0","3000","0621229","11000105","00","1","               ","       ","UR","PH157410-13600M","8100C818                 ","0000003","    075","20250228","235743",""
"2032","48","08"," "," "," "," ","7894   ","20250228","1","0012","0","2000","0621229","11000105","00","1","               ","       ","11","PH157410-13600M","8100C818                 ","      3","0070189","20250228","235744",""
"2033","48","08"," "," "," "," ","7894   ","20250228","1","0013","0","3000","0621229","11000105","00","1","               ","       ","UR","PH157410-13600M","8100C818                 ","0000003","    077","20250228","235745",""
"2034","48","08"," "," "," "," ","7894   ","20250228","1","0014","0","2000","0621229","11000105","00","1","               ","       ","11","259600-25100M  ","8253A105                 ","      7","0090149","20250228","235753",""
"2035","48","08"," "," "," "," ","7894   ","20250228","1","0015","0","3000","0621229","11000105","00","1","               ","       ","UR","259600-25100M  ","8253A105                 ","0000007","    491","20250228","235754",""
"2036","48","08"," "," "," "," ","7894   ","20250228","1","0016","0","2000","0621229","11000105","00","1","               ","       ","11","259600-25100M  ","8253A105                 ","      7","0090105","20250228","235755",""
"2037","48","08"," "," "," "," ","7894   ","20250228","1","0017","0","3000","0621229","11000105","00","1","               ","       ","UR","259600-25100M  ","8253A105                 ","0000007","    490","20250228","235756",""
"2038","48","08"," "," "," "," ","7894   ","20250228","1","0018","1","2210","0621229","11000105","00","1","               ","       ","11","PH157410-13600M","8100C818                 ","      3","0070188","20250228","235812",""
"2039","48","08"," "," "," "," ","7894   ","20250228","1","0019","0","2000","0621229","11000105","00","1","               ","       ","11","PH157410-13500M","8100C821                 ","      3","0070222","20250228","235851",""
"2040","48","08"," "," "," "," ","7894   ","20250228","1","0020","0","3000","0621229","11000105","00","1","               ","       ","UR","PH157410-13500M","8100C821                 ","0000003","    239","20250228","235852",""
"2041","48","08"," "," "," "," ","7894   ","20250228","1","0021","0","2000","0621229","11000105","00","1","               ","       ","11","PH157410-13500M","8100C821                 ","      3","0070172","20250228","235853",""
"2042","48","08"," "," "," "," ","7894   ","20250228","1","0022","0","3000","0621229","11000105","00","1","               ","       ","UR","PH157410-13500M","8100C821                 ","0000003","    240","20250228","235854",""
"2043","48","08"," "," "," "," ","7894   ","20250228","1","0023","0","2000","0621229","11000105","00","1","               ","       ","11","PH157410-13500M","8100C821                 ","      3","0070218","20250228","235855",""
"2044","48","08"," "," "," "," ","7894   ","20250228","1","0024","0","3000","0621229","11000105","00","1","               ","       ","UR","PH157410-13500M","8100C821                 ","0000003","    241","20250228","235856",""
"2045","48","08"," "," "," "," ","7894   ","20250228","1","0025","0","2000","0621229","11000105","00","1","               ","       ","11","PH157410-13500M","8100C821                 ","      3","0070133","20250228","235857",""
"2046","48","08"," "," "," "," ","7894   ","20250228","1","0026","0","3000","0621229","11000105","00","1","               ","       ","UR","PH157410-13500M","8100C821                 ","0000003","    242","20250228","235858",""
"2047","48","08"," "," "," "," ","7894   ","20250228","1","0027","0","2000","0621229","11000105","00","1","               ","       ","11","PH157410-13500M","8100C821                 ","      3","0070160","20250228","235859",""
"2048","48","08"," "," "," "," ","7894   ","20250228","1","0028","0","3000","0621229","11000105","00","1","               ","       ","UR","PH157410-13500M","8100C821                 ","0000003","    243","20250228","235900",""
"2049","48","08"," "," "," "," ","7894   ","20250228","1","0029","0","2000","0621229","11000105","00","1","               ","       ","11","PH157410-13500M","8100C821                 ","      3","0070147","20250228","235901",""
"2050","48","08"," "," "," "," ","7894   ","20250228","1","0030","0","3000","0621229","11000105","00","1","               ","       ","UR","PH157410-13500M","8100C821                 ","0000003","    244","20250228","235902",""
"2051","48","08"," "," "," "," ","7894   ","20250228","1","0031","0","2000","0621229","11000105","00","1","               ","       ","11","PH157410-13500M","8100C821                 ","      3","0070135","20250228","235903",""
"2052","48","08"," "," "," "," ","7894   ","20250228","1","0032","0","3000","0621229","11000105","00","1","               ","       ","UR","PH157410-13500M","8100C821                 ","0000003","    245","20250228","235904",""
"2053","48","08"," "," "," "," ","7894   ","20250228","1","0033","0","2000","0621229","11000105","00","1","               ","       ","11","PH157410-13500M","8100C821                 ","      3","0070195","20250228","235906",""
"2054","48","08"," "," "," "," ","7894   ","20250228","1","0034","0","3000","0621229","11000105","00","1","               ","       ","UR","PH157410-13500M","8100C821                 ","0000003","    246","20250228","235906",""
"2055","48","08"," "," "," "," ","7894   ","20250228","3","0035","0","0000","0621229","11000105","00","1","               ","       ","  ","               ","                         ","       ","       ","20250228","235908",""
"7426","01","11"," "," "," "," ","555    ","20250228","1","0001","0","1000","0621191","10000705","32","1","PH257650-93600H","0000030","  ","               ","                         ","       ","       ","20250228","232018",""
"7427","01","11"," "," "," "," ","555    ","20250228","1","0002","0","2000","0621191","10000705","32","1","               ","       ","11","PH257650-93600H","78100-3N0-VA10-M1        ","      3","0070014","20250228","232125",""
"7428","01","11"," "," "," "," ","555    ","20250228","1","0003","0","3000","0621191","10000705","32","1","               ","       ","UR","PH257650-93600H","78100-3N0-VA10-M1        ","0000003","    073","20250228","232127",""
"7429","01","11"," "," "," "," ","555    ","20250228","1","0004","0","2000","0621191","10000705","32","1","               ","       ","11","PH257650-93600H","78100-3N0-VA10-M1        ","      3","0070078","20250228","232128",""
"7430","01","11"," "," "," "," ","555    ","20250228","1","0005","0","3000","0621191","10000705","32","1","               ","       ","UR","PH257650-93600H","78100-3N0-VA10-M1        ","0000003","    071","20250228","232130",""
"7431","01","11"," "," "," "," ","555    ","20250228","1","0006","0","2000","0621191","10000705","32","1","               ","       ","11","PH257650-93600H","78100-3N0-VA10-M1        ","      3","0070062","20250228","232131",""
"7432","01","11"," "," "," "," ","555    ","20250228","1","0007","0","3000","0621191","10000705","32","1","               ","       ","UR","PH257650-93600H","78100-3N0-VA10-M1        ","0000003","    067","20250228","232132",""
"7433","01","11"," "," "," "," ","555    ","20250228","1","0008","0","2000","0621191","10000705","32","1","               ","       ","11","PH257650-93600H","78100-3N0-VA10-M1        ","      3","0070086","20250228","232133",""
"7434","01","11"," "," "," "," ","555    ","20250228","1","0009","0","3000","0621191","10000705","32","1","               ","       ","UR","PH257650-93600H","78100-3N0-VA10-M1        ","0000003","    069","20250228","232135",""
"7435","01","11"," "," "," "," ","555    ","20250228","1","0010","0","2000","0621191","10000705","32","1","               ","       ","11","PH257650-93600H","78100-3N0-VA10-M1        ","      3","0070066","20250228","232136",""
"7436","01","11"," "," "," "," ","555    ","20250228","1","0011","0","3000","0621191","10000705","32","1","               ","       ","UR","PH257650-93600H","78100-3N0-VA10-M1        ","0000003","    065","20250228","232139",""
"7437","01","11"," "," "," "," ","555    ","20250228","1","0012","0","2000","0621191","10000705","32","1","               ","       ","11","PH257650-93600H","78100-3N0-VA10-M1        ","      3","0070028","20250228","232139",""
"7438","01","11"," "," "," "," ","555    ","20250228","1","0013","0","3000","0621191","10000705","32","1","               ","       ","UR","PH257650-93600H","78100-3N0-VA10-M1        ","0000003","    074","20250228","232141",""
"7439","01","11"," "," "," "," ","555    ","20250228","1","0014","0","2000","0621191","10000705","32","1","               ","       ","11","PH257650-93600H","78100-3N0-VA10-M1        ","      3","0070070","20250228","232142",""
"7440","01","11"," "," "," "," ","555    ","20250228","1","0015","0","3000","0621191","10000705","32","1","               ","       ","UR","PH257650-93600H","78100-3N0-VA10-M1        ","0000003","    072","20250228","232144",""
"7441","01","11"," "," "," "," ","555    ","20250228","1","0016","0","2000","0621191","10000705","32","1","               ","       ","11","PH257650-93600H","78100-3N0-VA10-M1        ","      3","0070067","20250228","232145",""
"7442","01","11"," "," "," "," ","555    ","20250228","1","0017","0","3000","0621191","10000705","32","1","               ","       ","UR","PH257650-93600H","78100-3N0-VA10-M1        ","0000003","    066","20250228","232147",""
"7443","01","11"," "," "," "," ","555    ","20250228","1","0018","0","2000","0621191","10000705","32","1","               ","       ","11","PH257650-93600H","78100-3N0-VA10-M1        ","      3","0070082","20250228","232148",""
"7444","01","11"," "," "," "," ","555    ","20250228","1","0019","0","3000","0621191","10000705","32","1","               ","       ","UR","PH257650-93600H","78100-3N0-VA10-M1        ","0000003","    068","20250228","232149",""
